fi_FI;restaurant.order.state.pending;Vireillä
fi_FI;restaurant.order.state.state;Tila
fi_FI;restaurant.placeholder.address;Kirjoita osoite
fi_FI;restaurant.restaurant;Ravintola
fi_FI;restaurant.scanQR;Skannaa QR koodi
fi_FI;restaurant.servingLocation.action.create;Lisää uusi tarjoilu sijainti
fi_FI;restaurant.servingLocation.action.delete;Poista
fi_FI;restaurant.servingLocation.action.downloadQR;Lataa QR koodit
fi_FI;restaurant.servingLocation.action.edit;Muokkaa
fi_FI;restaurant.servingLocation.action.filter;Suodata tarjoilu sijainnit
fi_FI;restaurant.servingLocation.actions;Toiminnot
fi_FI;restaurant.servingLocation.checkout;Kirjaudu ulos
fi_FI;restaurant.servingLocation.name;Nimi
fi_FI;restaurant.servingLocation.servingLocations;Tarjoilupisteet
fi_FI;restaurant.settings.settings;Asetukset
fi_FI;restaurant.userManagement.action.filter;Suodata käyttäjiä
fi_FI;restaurant.userManagement.userManagement;Käyttäjähallinta
fi_FI;return;Palauta
fi_FI;select;Valitse
fi_FI;selectImages;Valitse kuvat
fi_FI;showAll;Näytä kaikki
fi_FI;submit;Lisää
fi_FI;time.allTime;Aina
fi_FI;time.dateFrom;
fi_FI;time.dateTo;
fi_FI;time.month.april;
fi_FI;time.month.august;
fi_FI;time.month.december;
fi_FI;time.month.february;
fi_FI;time.month.january;
fi_FI;time.month.july;
fi_FI;time.month.june;
fi_FI;time.month.march;
fi_FI;time.month.may;
fi_FI;time.month.november;
fi_FI;time.month.october;
fi_FI;time.month.september;
fi_FI;time.timeFrom;
fi_FI;time.timeTo;
fi_FI;time.today;Tänään
fi_FI;time.weekday.fr;
fi_FI;time.weekday.friday;
fi_FI;time.weekday.mo;
fi_FI;time.weekday.monday;
fi_FI;time.weekday.sa;
fi_FI;time.weekday.saturday;
fi_FI;time.weekday.su;
fi_FI;time.weekday.sunday;
fi_FI;time.weekday.th;
fi_FI;time.weekday.thursday;
fi_FI;time.weekday.tu;
fi_FI;time.weekday.tuesday;
fi_FI;time.weekday.we;
fi_FI;time.weekday.wednesday;
fi_FI;uploadImages;Lataa kuvia
fi_FI;view;Katsele
